year,company,provider,e_score,s_score,g_score
2013,Gazprom,MSCI,0.36,0.38,0.19
2014,Gazprom,MSCI,0.38,0.33,0.25
2015,Gazprom,MSCI,0.34,0.32,0.3
2016,Gazprom,MSCI,0.27,0.24,0.19
2017,Gazprom,MSCI,0.3,0.22,0.32
2018,Gazprom,MSCI,0.19,0.28,0.35
2019,Gazprom,MSCI,0.25,0.35,0.3
2020,Gazprom,MSCI,0.23,0.29,0.21
2000,Gazprom,Sustainalytics,0.07,0.09,0.19
2001,Gazprom,Sustainalytics,0.23,0.27,0.19
2002,Gazprom,Sustainalytics,0.08,0.25,0.16
2003,Gazprom,Sustainalytics,0.09,0.25,0.08
2004,Gazprom,Sustainalytics,0.15,0.08,0.17
2005,Gazprom,Sustainalytics,0.09,0.14,0.11
2006,Gazprom,Sustainalytics,0.16,0.25,0.25
2007,Gazprom,Sustainalytics,0.27,0.22,0.26
2008,Gazprom,Sustainalytics,0.1,0.11,0.24
2009,Gazprom,Sustainalytics,0.08,0.12,0.19
2010,Gazprom,Sustainalytics,0.24,0.13,0.08
2011,Gazprom,Sustainalytics,0.11,0.22,0.26
2012,Gazprom,Sustainalytics,0.2,0.27,0.23
2013,Gazprom,Sustainalytics,0.19,0.09,0.26
2014,Gazprom,Sustainalytics,0.17,0.11,0.2
2015,Gazprom,Sustainalytics,0.21,0.25,0.22
2016,Gazprom,Sustainalytics,0.18,0.11,0.07
2017,Gazprom,Sustainalytics,0.24,0.14,0.22
2018,Gazprom,Sustainalytics,0.12,0.24,0.08
2019,Gazprom,Sustainalytics,0.24,0.16,0.17
2020,Gazprom,Sustainalytics,0.09,0.1,0.07
2000,Gazprom,Bloomberg,0.21,0.12,0.24
2001,Gazprom,Bloomberg,0.16,0.29,0.17
2002,Gazprom,Bloomberg,0.28,0.17,0.25
2003,Gazprom,Bloomberg,0.15,0.17,0.15
2004,Gazprom,Bloomberg,0.19,0.19,0.28
2005,Gazprom,Bloomberg,0.12,0.29,0.18
2006,Gazprom,Bloomberg,0.14,0.17,0.13
2007,Gazprom,Bloomberg,0.13,0.24,0.14
2008,Gazprom,Bloomberg,0.24,0.3,0.16
2009,Gazprom,Bloomberg,0.28,0.24,0.29
2010,Gazprom,Bloomberg,0.17,0.13,0.26
2011,Gazprom,Bloomberg,0.22,0.12,0.18
2012,Gazprom,Bloomberg,0.26,0.14,0.23
2013,Gazprom,Bloomberg,0.32,0.25,0.21
2014,Gazprom,Bloomberg,0.2,0.14,0.26
2015,Gazprom,Bloomberg,0.18,0.23,0.23
2016,Gazprom,Bloomberg,0.26,0.18,0.2
2017,Gazprom,Bloomberg,0.22,0.27,0.23
2018,Gazprom,Bloomberg,0.29,0.22,0.12
2019,Gazprom,Bloomberg,0.12,0.12,0.25
2020,Gazprom,Bloomberg,0.25,0.17,0.28
2000,Gazprom,ISS ESG,0.26,0.12,0.08
2001,Gazprom,ISS ESG,0.22,0.1,0.22
2002,Gazprom,ISS ESG,0.21,0.17,0.16
2003,Gazprom,ISS ESG,0.12,0.18,0.16
2004,Gazprom,ISS ESG,0.11,0.26,0.26
2005,Gazprom,ISS ESG,0.15,0.1,0.19
2006,Gazprom,ISS ESG,0.2,0.27,0.21
2007,Gazprom,ISS ESG,0.2,0.28,0.28
2008,Gazprom,ISS ESG,0.16,0.25,0.12
2009,Gazprom,ISS ESG,0.15,0.16,0.13
2010,Gazprom,ISS ESG,0.2,0.23,0.16
2011,Gazprom,ISS ESG,0.23,0.11,0.15
2012,Gazprom,ISS ESG,0.13,0.22,0.27
2013,Gazprom,ISS ESG,0.23,0.23,0.15
2014,Gazprom,ISS ESG,0.17,0.2,0.09
2015,Gazprom,ISS ESG,0.21,0.25,0.14
2016,Gazprom,ISS ESG,0.09,0.08,0.14
2017,Gazprom,ISS ESG,0.26,0.22,0.23
2018,Gazprom,ISS ESG,0.26,0.17,0.12
2019,Gazprom,ISS ESG,0.24,0.28,0.14
2020,Gazprom,ISS ESG,0.24,0.13,0.18
2000,Gazprom,V.E,0.34,0.19,0.2
2001,Gazprom,V.E,0.22,0.35,0.34
2002,Gazprom,V.E,0.35,0.27,0.19
2003,Gazprom,V.E,0.19,0.23,0.28
2004,Gazprom,V.E,0.33,0.23,0.21
2005,Gazprom,V.E,0.37,0.29,0.37
2006,Gazprom,V.E,0.18,0.34,0.32
2007,Gazprom,V.E,0.29,0.34,0.24
2008,Gazprom,V.E,0.22,0.32,0.31
2009,Gazprom,V.E,0.27,0.31,0.3
2010,Gazprom,V.E,0.23,0.3,0.36
2011,Gazprom,V.E,0.28,0.36,0.23
2012,Gazprom,V.E,0.29,0.35,0.27
2013,Gazprom,V.E,0.22,0.29,0.22
2014,Gazprom,V.E,0.2,0.2,0.23
2015,Gazprom,V.E,0.32,0.22,0.25
2016,Gazprom,V.E,0.32,0.2,0.22
2017,Gazprom,V.E,0.37,0.18,0.29
2018,Gazprom,V.E,0.24,0.21,0.36
2019,Gazprom,V.E,0.2,0.19,0.22
2020,Gazprom,V.E,0.34,0.24,0.34
2000,Gazprom,Refinitiv,0.04,0.04,0.09
2001,Gazprom,Refinitiv,0.04,0.11,0.05
2002,Gazprom,Refinitiv,0.12,0.11,0.17
2003,Gazprom,Refinitiv,0.11,0.21,0.03
2004,Gazprom,Refinitiv,0.17,0.18,0.2
2005,Gazprom,Refinitiv,0.23,0.12,0.2
2006,Gazprom,Refinitiv,0.05,0.16,0.16
2007,Gazprom,Refinitiv,0.05,0.09,0.21
2008,Gazprom,Refinitiv,0.03,0.22,0.05
2009,Gazprom,Refinitiv,0.16,0.08,0.17
2010,Gazprom,Refinitiv,0.21,0.22,0.07
2011,Gazprom,Refinitiv,0.1,0.2,0.17
2012,Gazprom,Refinitiv,0.09,0.11,0.23
2013,Gazprom,Refinitiv,0.19,0.23,0.07
2014,Gazprom,Refinitiv,0.14,0.11,0.07
2015,Gazprom,Refinitiv,0.09,0.22,0.03
2016,Gazprom,Refinitiv,0.04,0.06,0.09
2017,Gazprom,Refinitiv,0.09,0.1,0.21
2018,Gazprom,Refinitiv,0.19,0.21,0.04
2019,Gazprom,Refinitiv,0.07,0.15,0.12
2020,Gazprom,Refinitiv,0.21,0.13,0.21
2000,Gazprom,CDP,0.27,0.31,0.3
2001,Gazprom,CDP,0.22,0.27,0.29
2002,Gazprom,CDP,0.31,0.2,0.31
2003,Gazprom,CDP,0.17,0.29,0.18
2004,Gazprom,CDP,0.28,0.26,0.17
2005,Gazprom,CDP,0.24,0.23,0.25
2006,Gazprom,CDP,0.27,0.28,0.18
2007,Gazprom,CDP,0.13,0.24,0.13
2008,Gazprom,CDP,0.28,0.26,0.13
2009,Gazprom,CDP,0.24,0.13,0.19
2010,Gazprom,CDP,0.18,0.17,0.19
2011,Gazprom,CDP,0.26,0.18,0.13
2012,Gazprom,CDP,0.25,0.14,0.26
2013,Gazprom,CDP,0.21,0.12,0.26
2014,Gazprom,CDP,0.18,0.24,0.14
2015,Gazprom,CDP,0.31,0.21,0.19
2016,Gazprom,CDP,0.18,0.13,0.31
2017,Gazprom,CDP,0.23,0.17,0.16
2018,Gazprom,CDP,0.3,0.17,0.23
2019,Gazprom,CDP,0.17,0.14,0.23
2020,Gazprom,CDP,0.17,0.12,0.23
2000,Gazprom,Arabesque,0.25,0.23,0.33
2001,Gazprom,Arabesque,0.21,0.35,0.4
2002,Gazprom,Arabesque,0.38,0.3,0.24
2003,Gazprom,Arabesque,0.41,0.24,0.24
2004,Gazprom,Arabesque,0.24,0.3,0.36
2005,Gazprom,Arabesque,0.39,0.3,0.28
2006,Gazprom,Arabesque,0.34,0.31,0.21
2007,Gazprom,Arabesque,0.39,0.27,0.33
2008,Gazprom,Arabesque,0.28,0.33,0.26
2009,Gazprom,Arabesque,0.39,0.39,0.32
2010,Gazprom,Arabesque,0.41,0.25,0.25
2011,Gazprom,Arabesque,0.26,0.4,0.27
2012,Gazprom,Arabesque,0.32,0.24,0.21
2013,Gazprom,Arabesque,0.23,0.35,0.29
2014,Gazprom,Arabesque,0.26,0.3,0.21
2015,Gazprom,Arabesque,0.26,0.32,0.33
2016,Gazprom,Arabesque,0.27,0.31,0.39
2017,Gazprom,Arabesque,0.35,0.29,0.37
2018,Gazprom,Arabesque,0.36,0.3,0.37
2019,Gazprom,Arabesque,0.32,0.37,0.31
2020,Gazprom,Arabesque,0.41,0.31,0.28
2000,Lukoil,Provider,0.21,0.19,0.33
2001,Lukoil,Provider,0.27,0.35,0.2
2002,Lukoil,Provider,0.31,0.29,0.18
2003,Lukoil,Provider,0.23,0.3,0.36
2004,Lukoil,Provider,0.32,0.18,0.27
2005,Lukoil,Provider,0.22,0.28,0.16
2006,Lukoil,Provider,0.17,0.33,0.19
2007,Lukoil,Provider,0.35,0.28,0.18
2008,Lukoil,Provider,0.2,0.16,0.34
2009,Lukoil,Provider,0.26,0.33,0.22
2010,Lukoil,Provider,0.3,0.16,0.3
2011,Lukoil,Provider,0.34,0.32,0.2
2012,Lukoil,Provider,0.26,0.36,0.19
2013,Lukoil,Provider,0.24,0.29,0.33
2014,Lukoil,Provider,0.21,0.24,0.2
2015,Lukoil,Provider,0.19,0.16,0.18
2016,Lukoil,Provider,0.22,0.29,0.26
2017,Lukoil,Provider,0.24,0.21,0.33
2018,Lukoil,Provider,0.27,0.2,0.26
2019,Lukoil,Provider,0.3,0.36,0.18
2020,Lukoil,Provider,0.26,0.35,0.35
2000,Lukoil,MSCI,0.24,0.35,0.44
2001,Lukoil,MSCI,0.4,0.28,0.31
2002,Lukoil,MSCI,0.44,0.38,0.44
2003,Lukoil,MSCI,0.43,0.32,0.28
2004,Lukoil,MSCI,0.35,0.42,0.32
2005,Lukoil,MSCI,0.38,0.31,0.31
2006,Lukoil,MSCI,0.28,0.31,0.42
2007,Lukoil,MSCI,0.4,0.26,0.41
2008,Lukoil,MSCI,0.26,0.31,0.29
2009,Lukoil,MSCI,0.31,0.43,0.41
2010,Lukoil,MSCI,0.39,0.32,0.4
2011,Lukoil,MSCI,0.3,0.31,0.28
2012,Lukoil,MSCI,0.24,0.42,0.43
2013,Lukoil,MSCI,0.4,0.43,0.35
2014,Lukoil,MSCI,0.39,0.3,0.31
2015,Lukoil,MSCI,0.24,0.37,0.37
2016,Lukoil,MSCI,0.44,0.29,0.24
2017,Lukoil,MSCI,0.28,0.36,0.28
2018,Lukoil,MSCI,0.25,0.3,0.32
2019,Lukoil,MSCI,0.27,0.24,0.33
2020,Lukoil,MSCI,0.38,0.26,0.24
2000,Lukoil,Sustainalytics,0.21,0.27,0.19
2001,Lukoil,Sustainalytics,0.29,0.19,0.15
2002,Lukoil,Sustainalytics,0.28,0.14,0.23
2003,Lukoil,Sustainalytics,0.25,0.12,0.25
2004,Lukoil,Sustainalytics,0.32,0.12,0.18
2005,Lukoil,Sustainalytics,0.32,0.17,0.28
2006,Lukoil,Sustainalytics,0.23,0.22,0.26
2007,Lukoil,Sustainalytics,0.21,0.13,0.17
2008,Lukoil,Sustainalytics,0.21,0.22,0.28
2009,Lukoil,Sustainalytics,0.2,0.13,0.25
2010,Lukoil,Sustainalytics,0.23,0.24,0.16
2011,Lukoil,Sustainalytics,0.12,0.29,0.31
2012,Lukoil,Sustainalytics,0.28,0.28,0.27
2013,Lukoil,Sustainalytics,0.19,0.3,0.2
2014,Lukoil,Sustainalytics,0.3,0.31,0.2
2015,Lukoil,Sustainalytics,0.31,0.23,0.15
2016,Lukoil,Sustainalytics,0.14,0.24,0.28
2017,Lukoil,Sustainalytics,0.26,0.31,0.2
2018,Lukoil,Sustainalytics,0.25,0.17,0.29
2019,Lukoil,Sustainalytics,0.25,0.26,0.3
2020,Lukoil,Sustainalytics,0.14,0.29,0.21
2000,Lukoil,Bloomberg,0.3,0.34,0.33
2001,Lukoil,Bloomberg,0.27,0.28,0.39
2002,Lukoil,Bloomberg,0.3,0.35,0.34
2003,Lukoil,Bloomberg,0.27,0.42,0.3
2004,Lukoil,Bloomberg,0.41,0.45,0.36
2005,Lukoil,Bloomberg,0.38,0.31,0.34
2006,Lukoil,Bloomberg,0.46,0.33,0.28
2007,Lukoil,Bloomberg,0.38,0.43,0.28
2008,Lukoil,Bloomberg,0.42,0.44,0.38
2009,Lukoil,Bloomberg,0.31,0.45,0.39
2010,Lukoil,Bloomberg,0.27,0.39,0.31
2011,Lukoil,Bloomberg,0.37,0.46,0.31
2012,Lukoil,Bloomberg,0.46,0.38,0.41
2013,Lukoil,Bloomberg,0.47,0.41,0.36
2014,Lukoil,Bloomberg,0.4,0.38,0.35
2015,Lukoil,Bloomberg,0.31,0.33,0.4
2016,Lukoil,Bloomberg,0.43,0.41,0.32
2017,Lukoil,Bloomberg,0.46,0.4,0.32
2018,Lukoil,Bloomberg,0.43,0.36,0.35
2019,Lukoil,Bloomberg,0.33,0.42,0.39
2020,Lukoil,Bloomberg,0.29,0.27,0.4
2000,Lukoil,ISS ESG,0.23,0.36,0.39
2001,Lukoil,ISS ESG,0.38,0.28,0.38
2002,Lukoil,ISS ESG,0.24,0.21,0.24
2003,Lukoil,ISS ESG,0.22,0.32,0.21
2004,Lukoil,ISS ESG,0.37,0.31,0.2
2005,Lukoil,ISS ESG,0.25,0.36,0.39
2006,Lukoil,ISS ESG,0.38,0.25,0.27
2007,Lukoil,ISS ESG,0.4,0.21,0.39
2008,Lukoil,ISS ESG,0.35,0.31,0.29
2009,Lukoil,ISS ESG,0.3,0.33,0.24
2010,Lukoil,ISS ESG,0.26,0.38,0.22
2011,Lukoil,ISS ESG,0.4,0.22,0.27
2012,Lukoil,ISS ESG,0.36,0.28,0.28
2013,Lukoil,ISS ESG,0.21,0.34,0.22
2014,Lukoil,ISS ESG,0.22,0.21,0.27
2015,Lukoil,ISS ESG,0.25,0.4,0.39
2016,Lukoil,ISS ESG,0.31,0.26,0.22
2017,Lukoil,ISS ESG,0.27,0.22,0.29
2018,Lukoil,ISS ESG,0.35,0.25,0.29
2019,Lukoil,ISS ESG,0.4,0.28,0.31
2020,Lukoil,ISS ESG,0.38,0.39,0.38
2000,Lukoil,V.E,0.25,0.37,0.26
2001,Lukoil,V.E,0.33,0.2,0.32
2002,Lukoil,V.E,0.37,0.35,0.34
2003,Lukoil,V.E,0.35,0.31,0.34
2004,Lukoil,V.E,0.33,0.22,0.23
2005,Lukoil,V.E,0.29,0.23,0.26
2006,Lukoil,V.E,0.18,0.18,0.18
2007,Lukoil,V.E,0.23,0.23,0.18
2008,Lukoil,V.E,0.37,0.28,0.26
2009,Lukoil,V.E,0.29,0.35,0.23
2010,Lukoil,V.E,0.24,0.25,0.28
2011,Lukoil,V.E,0.3,0.2,0.33
2012,Lukoil,V.E,0.21,0.36,0.24
2013,Lukoil,V.E,0.25,0.32,0.17
2014,Lukoil,V.E,0.17,0.19,0.25
2015,Lukoil,V.E,0.24,0.19,0.37
2016,Lukoil,V.E,0.3,0.37,0.28
2017,Lukoil,V.E,0.34,0.32,0.35
2018,Lukoil,V.E,0.33,0.3,0.19
2019,Lukoil,V.E,0.28,0.33,0.36
2020,Lukoil,V.E,0.33,0.31,0.19
2000,Lukoil,Refinitiv,0.43,0.25,0.3
2001,Lukoil,Refinitiv,0.25,0.36,0.34
2002,Lukoil,Refinitiv,0.39,0.25,0.36
2003,Lukoil,Refinitiv,0.41,0.38,0.38
2004,Lukoil,Refinitiv,0.34,0.37,0.39
2005,Lukoil,Refinitiv,0.3,0.28,0.29
2006,Lukoil,Refinitiv,0.29,0.33,0.36
2007,Lukoil,Refinitiv,0.37,0.43,0.3
2008,Lukoil,Refinitiv,0.43,0.37,0.37
2009,Lukoil,Refinitiv,0.28,0.28,0.33
2010,Lukoil,Refinitiv,0.28,0.28,0.33
2011,Lukoil,Refinitiv,0.33,0.26,0.31
2012,Lukoil,Refinitiv,0.29,0.44,0.41
2013,Lukoil,Refinitiv,0.45,0.28,0.27
2014,Lukoil,Refinitiv,0.43,0.33,0.44
2015,Lukoil,Refinitiv,0.44,0.25,0.27
2016,Lukoil,Refinitiv,0.37,0.41,0.25
2017,Lukoil,Refinitiv,0.27,0.39,0.26
2018,Lukoil,Refinitiv,0.41,0.43,0.32
2019,Lukoil,Refinitiv,0.27,0.38,0.44
2020,Lukoil,Refinitiv,0.31,0.39,0.34
2000,Lukoil,CDP,0.13,0.08,0.11
2001,Lukoil,CDP,0.18,0.16,0.28
2002,Lukoil,CDP,0.11,0.19,0.2
2003,Lukoil,CDP,0.08,0.21,0.15
2004,Lukoil,CDP,0.18,0.16,0.24
2005,Lukoil,CDP,0.26,0.2,0.26
2006,Lukoil,CDP,0.21,0.23,0.13
2007,Lukoil,CDP,0.26,0.2,0.27
2008,Lukoil,CDP,0.09,0.15,0.08
2009,Lukoil,CDP,0.08,0.24,0.15
2010,Lukoil,CDP,0.16,0.17,0.26
2011,Lukoil,CDP,0.21,0.17,0.16
2012,Lukoil,CDP,0.25,0.23,0.22
2013,Lukoil,CDP,0.21,0.21,0.1
2014,Lukoil,CDP,0.15,0.16,0.2
2015,Lukoil,CDP,0.16,0.09,0.16
2016,Lukoil,CDP,0.11,0.17,0.28
2017,Lukoil,CDP,0.17,0.22,0.13
2018,Lukoil,CDP,0.26,0.12,0.25
2019,Lukoil,CDP,0.12,0.26,0.28
2020,Lukoil,CDP,0.17,0.17,0.15
2000,Lukoil,Arabesque,0.22,0.27,0.28
2001,Lukoil,Arabesque,0.3,0.33,0.34
2002,Lukoil,Arabesque,0.25,0.19,0.32
2003,Lukoil,Arabesque,0.31,0.33,0.19
2004,Lukoil,Arabesque,0.24,0.22,0.36
2005,Lukoil,Arabesque,0.29,0.27,0.2
2006,Lukoil,Arabesque,0.16,0.34,0.29
2007,Lukoil,Arabesque,0.29,0.3,0.36
2008,Lukoil,Arabesque,0.34,0.17,0.19
2009,Lukoil,Arabesque,0.19,0.16,0.18
2010,Lukoil,Arabesque,0.16,0.16,0.3
2011,Lukoil,Arabesque,0.28,0.24,0.33
2012,Lukoil,Arabesque,0.3,0.21,0.3
2013,Lukoil,Arabesque,0.26,0.3,0.17
2014,Lukoil,Arabesque,0.36,0.35,0.3
2015,Lukoil,Arabesque,0.2,0.16,0.29
2016,Lukoil,Arabesque,0.24,0.27,0.29
2017,Lukoil,Arabesque,0.21,0.26,0.25
2018,Lukoil,Arabesque,0.27,0.18,0.33
2019,Lukoil,Arabesque,0.2,0.17,0.27
2020,Lukoil,Arabesque,0.24,0.34,0.33
2000,MOL Group,Provider,0.6,0.49,0.53
2001,MOL Group,Provider,0.63,0.64,0.64
2002,MOL Group,Provider,0.53,0.57,0.67
2003,MOL Group,Provider,0.53,0.57,0.51
2004,MOL Group,Provider,0.64,0.63,0.48
2005,MOL Group,Provider,0.64,0.65,0.56
2006,MOL Group,Provider,0.66,0.58,0.63
2007,MOL Group,Provider,0.52,0.61,0.58
2008,MOL Group,Provider,0.58,0.52,0.58
2009,MOL Group,Provider,0.49,0.48,0.57
2010,MOL Group,Provider,0.52,0.64,0.48
2011,MOL Group,Provider,0.57,0.47,0.66
2012,MOL Group,Provider,0.56,0.57,0.6
2013,MOL Group,Provider,0.67,0.54,0.65
2014,MOL Group,Provider,0.65,0.66,0.57
2015,MOL Group,Provider,0.57,0.48,0.57
2016,MOL Group,Provider,0.49,0.62,0.5
2017,MOL Group,Provider,0.59,0.63,0.56
2018,MOL Group,Provider,0.48,0.54,0.54
2019,MOL Group,Provider,0.58,0.59,0.62
2020,MOL Group,Provider,0.62,0.56,0.54
2000,MOL Group,MSCI,0.55,0.58,0.5
2001,MOL Group,MSCI,0.56,0.7,0.52
2002,MOL Group,MSCI,0.56,0.55,0.65
2003,MOL Group,MSCI,0.59,0.5,0.55
2004,MOL Group,MSCI,0.57,0.62,0.53
2005,MOL Group,MSCI,0.51,0.51,0.57
2006,MOL Group,MSCI,0.53,0.64,0.64
2007,MOL Group,MSCI,0.58,0.61,0.52
2008,MOL Group,MSCI,0.54,0.57,0.53
2009,MOL Group,MSCI,0.56,0.7,0.6
2010,MOL Group,MSCI,0.59,0.65,0.53
2011,MOL Group,MSCI,0.51,0.7,0.68
2012,MOL Group,MSCI,0.62,0.62,0.5
2013,MOL Group,MSCI,0.52,0.58,0.52
2014,MOL Group,MSCI,0.65,0.55,0.59
2015,MOL Group,MSCI,0.67,0.52,0.7
2016,MOL Group,MSCI,0.59,0.64,0.57
2017,MOL Group,MSCI,0.66,0.54,0.53
2018,MOL Group,MSCI,0.5,0.5,0.59
2019,MOL Group,MSCI,0.5,0.66,0.63
2020,MOL Group,MSCI,0.56,0.53,0.55
2000,MOL Group,Sustainalytics,0.68,0.61,0.68
2001,MOL Group,Sustainalytics,0.7,0.53,0.65
2002,MOL Group,Sustainalytics,0.7,0.58,0.57
2003,MOL Group,Sustainalytics,0.52,0.65,0.62
2004,MOL Group,Sustainalytics,0.66,0.58,0.69
2005,MOL Group,Sustainalytics,0.55,0.63,0.71
2006,MOL Group,Sustainalytics,0.63,0.64,0.61
2007,MOL Group,Sustainalytics,0.6,0.55,0.51
2008,MOL Group,Sustainalytics,0.64,0.61,0.68
2009,MOL Group,Sustainalytics,0.66,0.7,0.6
2010,MOL Group,Sustainalytics,0.57,0.71,0.66
2011,MOL Group,Sustainalytics,0.56,0.56,0.69
2012,MOL Group,Sustainalytics,0.57,0.59,0.51
2013,MOL Group,Sustainalytics,0.68,0.67,0.61
2014,MOL Group,Sustainalytics,0.71,0.66,0.7
2015,MOL Group,Sustainalytics,0.59,0.61,0.51
2016,MOL Group,Sustainalytics,0.51,0.68,0.52
2017,MOL Group,Sustainalytics,0.62,0.7,0.55
2018,MOL Group,Sustainalytics,0.69,0.58,0.62
2019,MOL Group,Sustainalytics,0.65,0.61,0.7
2020,MOL Group,Sustainalytics,0.54,0.57,0.67
2000,MOL Group,Bloomberg,0.46,0.44,0.5
2001,MOL Group,Bloomberg,0.36,0.46,0.42
2002,MOL Group,Bloomberg,0.45,0.39,0.41
2003,MOL Group,Bloomberg,0.34,0.38,0.37
2004,MOL Group,Bloomberg,0.5,0.38,0.35
2005,MOL Group,Bloomberg,0.47,0.38,0.45
2006,MOL Group,Bloomberg,0.4,0.32,0.38
2007,MOL Group,Bloomberg,0.52,0.42,0.36
2008,MOL Group,Bloomberg,0.34,0.33,0.35
2009,MOL Group,Bloomberg,0.49,0.48,0.36
2010,MOL Group,Bloomberg,0.35,0.33,0.36
2011,MOL Group,Bloomberg,0.37,0.49,0.5
2012,MOL Group,Bloomberg,0.46,0.43,0.46
2013,MOL Group,Bloomberg,0.45,0.4,0.38
2014,MOL Group,Bloomberg,0.47,0.36,0.43
2015,MOL Group,Bloomberg,0.49,0.49,0.33
2016,MOL Group,Bloomberg,0.5,0.43,0.41
2017,MOL Group,Bloomberg,0.5,0.45,0.46
2018,MOL Group,Bloomberg,0.37,0.47,0.4
2019,MOL Group,Bloomberg,0.34,0.41,0.4
2020,MOL Group,Bloomberg,0.42,0.49,0.45
2000,MOL Group,ISS ESG,0.6,0.53,0.5
2001,MOL Group,ISS ESG,0.59,0.49,0.56
2002,MOL Group,ISS ESG,0.6,0.55,0.67
2003,MOL Group,ISS ESG,0.6,0.58,0.61
2004,MOL Group,ISS ESG,0.6,0.61,0.51
2005,MOL Group,ISS ESG,0.58,0.68,0.64
2006,MOL Group,ISS ESG,0.56,0.66,0.66
2007,MOL Group,ISS ESG,0.68,0.62,0.64
2008,MOL Group,ISS ESG,0.52,0.55,0.62
2009,MOL Group,ISS ESG,0.69,0.52,0.64
2010,MOL Group,ISS ESG,0.49,0.63,0.64
2011,MOL Group,ISS ESG,0.52,0.58,0.62
2012,MOL Group,ISS ESG,0.58,0.66,0.61
2013,MOL Group,ISS ESG,0.5,0.67,0.58
2014,MOL Group,ISS ESG,0.52,0.67,0.62
2015,MOL Group,ISS ESG,0.59,0.63,0.6
2016,MOL Group,ISS ESG,0.58,0.51,0.52
2017,MOL Group,ISS ESG,0.65,0.56,0.62
2018,MOL Group,ISS ESG,0.58,0.54,0.5
2019,MOL Group,ISS ESG,0.55,0.61,0.65
2020,MOL Group,ISS ESG,0.5,0.66,0.55
2000,MOL Group,V.E,0.48,0.44,0.52
2001,MOL Group,V.E,0.36,0.49,0.4
2002,MOL Group,V.E,0.38,0.52,0.39
2003,MOL Group,V.E,0.54,0.47,0.38
2004,MOL Group,V.E,0.44,0.44,0.44
2005,MOL Group,V.E,0.42,0.44,0.53
2006,MOL Group,V.E,0.47,0.43,0.52
2007,MOL Group,V.E,0.38,0.39,0.36
2008,MOL Group,V.E,0.49,0.55,0.38
2009,MOL Group,V.E,0.56,0.45,0.48
2010,MOL Group,V.E,0.54,0.55,0.56
2011,MOL Group,V.E,0.5,0.4,0.4
2012,MOL Group,V.E,0.37,0.55,0.46
2013,MOL Group,V.E,0.56,0.56,0.44
2014,MOL Group,V.E,0.4,0.37,0.43
2015,MOL Group,V.E,0.49,0.54,0.4
2016,MOL Group,V.E,0.48,0.53,0.5
2017,MOL Group,V.E,0.39,0.43,0.37
2018,MOL Group,V.E,0.38,0.54,0.53
2019,MOL Group,V.E,0.55,0.51,0.4
2020,MOL Group,V.E,0.4,0.51,0.55
2000,MOL Group,Refinitiv,0.53,0.55,0.57
2001,MOL Group,Refinitiv,0.51,0.49,0.55
2002,MOL Group,Refinitiv,0.65,0.52,0.59
2003,MOL Group,Refinitiv,0.52,0.51,0.61
2004,MOL Group,Refinitiv,0.5,0.63,0.45
2005,MOL Group,Refinitiv,0.49,0.49,0.58
2006,MOL Group,Refinitiv,0.55,0.56,0.63
2007,MOL Group,Refinitiv,0.54,0.52,0.65
2008,MOL Group,Refinitiv,0.56,0.45,0.65
2009,MOL Group,Refinitiv,0.47,0.52,0.47
2010,MOL Group,Refinitiv,0.56,0.5,0.65
2011,MOL Group,Refinitiv,0.61,0.62,0.53
2012,MOL Group,Refinitiv,0.47,0.52,0.51
2013,MOL Group,Refinitiv,0.46,0.53,0.59
2014,MOL Group,Refinitiv,0.6,0.53,0.63
2015,MOL Group,Refinitiv,0.61,0.48,0.58
2016,MOL Group,Refinitiv,0.59,0.46,0.63
2017,MOL Group,Refinitiv,0.55,0.46,0.52
2018,MOL Group,Refinitiv,0.55,0.52,0.57
2019,MOL Group,Refinitiv,0.52,0.57,0.55
2020,MOL Group,Refinitiv,0.53,0.47,0.62
2000,MOL Group,CDP,0.43,0.43,0.36
2001,MOL Group,CDP,0.51,0.37,0.5
2002,MOL Group,CDP,0.44,0.38,0.51
2003,MOL Group,CDP,0.46,0.42,0.44
2004,MOL Group,CDP,0.49,0.46,0.35
2005,MOL Group,CDP,0.37,0.41,0.42
2006,MOL Group,CDP,0.52,0.39,0.43
2007,MOL Group,CDP,0.35,0.41,0.51
2008,MOL Group,CDP,0.45,0.33,0.35
2009,MOL Group,CDP,0.34,0.34,0.42
2010,MOL Group,CDP,0.51,0.32,0.48
2011,MOL Group,CDP,0.34,0.49,0.38
2012,MOL Group,CDP,0.37,0.41,0.36
2013,MOL Group,CDP,0.49,0.35,0.51
2014,MOL Group,CDP,0.42,0.5,0.52
2015,MOL Group,CDP,0.45,0.34,0.44
2016,MOL Group,CDP,0.48,0.4,0.34
2017,MOL Group,CDP,0.45,0.5,0.48
2018,MOL Group,CDP,0.33,0.48,0.36
2019,MOL Group,CDP,0.41,0.49,0.5
2020,MOL Group,CDP,0.38,0.36,0.5
2000,MOL Group,Arabesque,0.61,0.67,0.66
2001,MOL Group,Arabesque,0.6,0.65,0.55
2002,MOL Group,Arabesque,0.63,0.65,0.62
2003,MOL Group,Arabesque,0.63,0.61,0.54
2004,MOL Group,Arabesque,0.7,0.61,0.65
2005,MOL Group,Arabesque,0.66,0.51,0.61
2006,MOL Group,Arabesque,0.67,0.57,0.63
2007,MOL Group,Arabesque,0.57,0.64,0.55
